Tissue.origin	Cancer.type	Subtype	Gene.name1	Aberrance.type1	Aberrance.site1	Gene.name2	Aberrance.type2	Aberrance.site2	Description	Source	PMID
Lung	Non-Small Cell Lung Cancer	NA	EML4-ALK	structural variation	NA	KRAS	mutation	NA	The echinoderm microtubule-associated protein-like 4-anaplastic lymphoma kinase (EML4-ALK) fusion gene resulting from an inversion within chromosome 2p occurs in approximately 5% of Non-Small Cell Lung Cancerand is mutually exclusive with Ras and EGFR mutations	Text mining	21245935
Lung	Non-Small Cell Lung Cancer	NA	ALK	structural variation	NA	KRAS	mutation	NA	The echinoderm microtubule-associated protein-like 4-anaplastic lymphoma kinase (EML4-ALK) fusion gene resulting from an inversion within chromosome 2p occurs in approximately 5% of Non-Small Cell Lung Cancerand is mutually exclusive with Ras and EGFR mutations	Text mining	21245935
CNS/Brain	Diffuse Glioma	Glioblastoma	EGFR	copy number gain	NA	NFKBIA	copy number loss	NA	Deletion of NFKBIA and amplification of EGFR show a pattern of mutual exclusivity. 	Text mining	21175304
Lung	Non-Small Cell Lung Cancer	NA	EGFR	mutation	NA	KRAS	mutation	NA	"EGFR mutations were never found in tumors with K-ras mutations, suggesting a mutually exclusive relationship."	Text mining	21122380
Soft Tissue	Liposarcoma	Well-Differentiated Liposarcoma	GLI1	copy number gain	NA	JUN	copy number gain	NA	"Amplifications in GLI1 (12q13.3), JUN, and MAP3K5 (6q23.3) were mutually exclusive and occurred predominately in the DDLS"	Text mining	21117066
Soft Tissue	Liposarcoma	Well-Differentiated Liposarcoma	GLI1	copy number gain	NA	MAP3K5	copy number gain	NA	"Amplifications in GLI1 (12q13.3), JUN, and MAP3K5 (6q23.3) were mutually exclusive and occurred predominately in the DDLS"	Text mining	21117066
Soft Tissue	Liposarcoma	Well-Differentiated Liposarcoma	JUN	copy number gain	NA	MAP3K5	copy number gain	NA	"Amplifications in GLI1 (12q13.3), JUN, and MAP3K5 (6q23.3) were mutually exclusive and occurred predominately in the DDLS"	Text mining	21117066
Lung	Non-Small Cell Lung Cancer	NA	BRAF	mutation	V600E	EGFR	mutation	NA	"Mutations of EGFR, BRAF, and KRAS in adenocarcinoma were mutually exclusive and inversely correlated with RASSF1A methylation"	Text mining	21102258
Lung	Non-Small Cell Lung Cancer	NA	BRAF	mutation	V600E	KRAS	mutation	NA	"Mutations of EGFR, BRAF, and KRAS in adenocarcinoma were mutually exclusive and inversely correlated with RASSF1A methylation"	Text mining	21102258
Lung	Non-Small Cell Lung Cancer	NA	BRAF	mutation	NA	RASSF1	DNA methylation	NA	"Mutations of EGFR, BRAF, and KRAS in adenocarcinoma were mutually exclusive and inversely correlated with RASSF1A methylation"	Text mining	21102258
Lung	Non-Small Cell Lung Cancer	NA	EGFR	mutation	NA	KRAS	mutation	NA	"Mutations of EGFR, BRAF, and KRAS in adenocarcinoma were mutually exclusive and inversely correlated with RASSF1A methylation"	Text mining	21102258
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	IDH2	mutation	NA	WT1	mutation	NA	"Compared with wild-type IDH2, mutation of IDH2 was associated with higher platelet counts, intermediate-risk or normal karyotype and isolated +8, but was inversely correlated with expression of HLA-DR, CD34, CD15, CD7 and CD56, and was mutually exclusive with WT1 mutation and chromosomal translocations involving core-binding factors."	Text mining	21079611
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	CEBPA	mutation	biallelic mutation	NPM1	mutation	NA	the NPM1 mutation is usually mutually exclusive of biallelic CEBPA mutations	Text mining	21030560
Bowel	Colorectal Adenocarcinoma	NA	BRAF	mutation	NA	KRAS	mutation	NA	"Only KRAS wild-type cases were subjected to BRAF analysis because this is the setting with true diagnostic value, as these mutations are mutually exclusive"	Text mining	21029218
Adrenal Gland	Adrenocortical Carcinoma	NA	CTNNB1	mutation	NA	TP53	mutation	NA	This study investigates the correlation between p53 and -catenin alterations and the molecular classification of ACC by transcriptome analysis of 51 adult sporadic ACCs. All TP53 and CTNNB1 mutations seemed to be mutually exclusive and were observed only in the poor-outcome ACC group.	Text mining	20959480
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EGFR	mutation	NA	ERBB2	structural variation	NA	"Forty-one tumors harbored EGFR mutations, three harbored EML4-ALK fusions, two harbored HER2 insertions, and one harbored a KRAS mutation. All mutations were mutually exclusive."	Text mining	20855837
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EGFR	mutation	NA	KRAS	mutation	NA	"Forty-one tumors harbored EGFR mutations, three harbored EML4-ALK fusions, two harbored HER2 insertions, and one harbored a KRAS mutation. All mutations were mutually exclusive."	Text mining	20855837
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EGFR	mutation	NA	EML4-ALK	structural variation	NA	"Forty-one tumors harbored EGFR mutations, three harbored EML4-ALK fusions, two harbored HER2 insertions, and one harbored a KRAS mutation. All mutations were mutually exclusive."	Text mining	20855837
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EML4-ALK	structural variation	NA	ERBB2	mutation	NA	"Forty-one tumors harbored EGFR mutations, three harbored EML4-ALK fusions, two harbored HER2 insertions, and one harbored a KRAS mutation. All mutations were mutually exclusive."	Text mining	20855837
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	ASXL1	mutation	NA	NPM1	mutation	NA	"Mutations in RUNX1 and TET2, RUNX1 and NPM1, and ASXL1 and NPM1 were mutually exclusive, respectively. TET2 mutations could associate with either mutated NPM1 or ASXL1."	Text mining	20678218
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	NPM1	mutation	NA	RUNX1	mutation	NA	"Mutations in RUNX1 and TET2, RUNX1 and NPM1, and ASXL1 and NPM1 were mutually exclusive, respectively. TET2 mutations could associate with either mutated NPM1 or ASXL1."	Text mining	20678218
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	RUNX1	mutation	NA	TET2	mutation	NA	"Mutations in RUNX1 and TET2, RUNX1 and NPM1, and ASXL1 and NPM1 were mutually exclusive, respectively. TET2 mutations could associate with either mutated NPM1 or ASXL1."	Text mining	20678218
Lung	Non-Small Cell Lung Cancer	NA	EML4-ALK	structural variation	NA	KRAS	mutation	NA	"The clinicopathological features of EML4-ALK-positive adenocarcinoma are reported to include its high incidence in young, non-smoking patients, tumors that show distinct solid or acinar growth patterns with or without signet-ring cell histology, and its mutually exclusive occurrence with mutations in EGFR and KRAS."	Text mining	20659620
Lung	Non-Small Cell Lung Cancer	NA	EGFR	mutation	NA	EML4-ALK	structural variation	NA	"The clinicopathological features of EML4-ALK-positive adenocarcinoma are reported to include its high incidence in young, non-smoking patients, tumors that show distinct solid or acinar growth patterns with or without signet-ring cell histology, and its mutually exclusive occurrence with mutations in EGFR and KRAS."	Text mining	20659620
Bowel	Colorectal Adenocarcinoma	NA	BRAF	mutation	NA	KRAS	mutation	NA	KRAS and BRAF mutations were mutually exclusive (P <0.001) in both populations.	Text mining	20501503
Bowel	Colorectal Adenocarcinoma	NA	BRAF	mutation	NA	KRAS	mutation	NA	The BRAF and KRAS mutations were mutually exclusive.	Text mining	20496269
Lung	Non-Small Cell Lung Cancer	NA	CHFR	DNA methylation	NA	EGFR	mutation	NA	We found that CHFR hypermethylation and EGFR mutation are mutually exclusive and have contrastive clinicopathologic backgrounds in NSCLC.CHFR hypermethylation and EGFR mutation were mutually exclusive (p = 0.004). 	Text mining	20473935
CNS/Brain	Diffuse Glioma	High-Grade Glioma	MDM2	copy number gain	NA	TP53	mutation	NA	Further genetic screening of 284 low- and high-grade gliomas revealed that HDMX amplifications occur solely in pediatric and adult GBMs and that they are mutually exclusive of TP53 mutations and MDM2 amplifications. 	Text mining	20472715
CNS/Brain	Diffuse Glioma	NA	IDH1	mutation	R132	IDH2	mutation	R172	"IDH1 (exon 4 affecting R132) and IDH2 (exon 4 affecting R172) mutations are mutually exclusive and occur in >70% and <1%, respectively, of patients with WHO grade II or III histology and secondary glioblastomas but are infrequently (<5% incidence) seen in primary glioblastoma"	Text mining	20428194
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	IDH1	mutation	NA	IDH2	mutation	NA	IDH2 mutations were mutually exclusive with mutations in IDH1. 	Text mining	20421455
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	IDH1	mutation	R140	IDH2	mutation	R172	R172 IDH2 mutations were mutually exclusive with all other prognostic mutations analyzed. 	Text mining	20368543
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	IDH2	mutation	R172	NPM1	mutation	NA	R172 IDH2 mutations were mutually exclusive with all other prognostic mutations analyzed. 	Text mining	20368543
Bowel	Colorectal Adenocarcinoma	NA	BRAF	mutation	NA	KRAS	mutation	NA	The detected KRas and BRaf mutations were found to be mutually exclusive.	Text mining	20367313
Bowel	Colorectal Adenocarcinoma	NA	BRAF	mutation	V600E	KRAS	mutation	NA	The data presented herein suggest that BRAF and K-ras mutations arise in an almost mutually exclusive manner in distinct subsets of colorectal cancer	Text mining	20233436
Lung	Non-Small Cell Lung Cancer	NA	EGFR	mutation	NA	EML4-ALK	structural variation	NA	"the EML4-ALK fusions were mutually exclusive with mutations in the EGFR, KRAS, and ERBB2 genes"	Text mining	20183914
Lung	Non-Small Cell Lung Cancer	NA	EML4-ALK	structural variation	NA	ERBB2	mutation	NA	"the EML4-ALK fusions were mutually exclusive with mutations in the EGFR, KRAS, and ERBB2 genes"	Text mining	20183914
Lung	Non-Small Cell Lung Cancer	NA	EML4-ALK	structural variation	NA	KRAS	mutation	NA	"the EML4-ALK fusions were mutually exclusive with mutations in the EGFR, KRAS, and ERBB2 genes"	Text mining	20183914
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EGFR	mutation	NA	KRAS	mutation	NA	The occurrence of MET amplification and EGFR/ K-ras mutations might be mutually exclusive suggesting several distinct mechanisms in the development of lung adenocarcinoma.	Text mining	20150826
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EGFR	mutation	NA	MET	copy number gain	NA	The occurrence of MET amplification and EGFR/ K-ras mutations might be mutually exclusive suggesting several distinct mechanisms in the development of lung adenocarcinoma.	Text mining	20150826
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	KRAS	mutation	NA	MET	copy number gain	NA	The occurrence of MET amplification and EGFR/ K-ras mutations might be mutually exclusive suggesting several distinct mechanisms in the development of lung adenocarcinoma.	Text mining	20150826
Peripheral Nervous System	Neuroblastoma	NA	11q	copy number loss	NA	MYCN	copy number gain	NA	MNA and 11q deletion were almost mutually exclusive	Text mining	20145112
Lung	Non-Small Cell Lung Cancer	NA	EGFR	mutation	NA	KRAS	mutation	NA	"However, due to a mutually exclusive relationship between KRAS and EGFR mutation and no difference in survival between KRAS mutant/EGFR wild-type and KRAS wild-type/EGFR wild-type NSCLC, the clinical usefulness of KRAS mutation as a selection marker for EGFR-TKIs sensitivity in NSCLC is limited."	Text mining	20022659
Myeloid	Lymphoid Neoplasm	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	MIR17HG	copy number gain	13q31.3	MYC	structural variation	8q24.21	Translocation of c-MYC was acquired at transformation in a fraction of cases and this event appeared mutually exclusive with gain of MIRHG1.	Text mining	20014148
CNS/Brain	Diffuse Glioma	NA	1p/19q	copy number loss	NA	TP53	mutation	NA	The frequency of LOH 1p/19q and TP53 mutations was consistent with the literature; these genetic alterations were found to be mutually exclusive.	Text mining	19816195
Skin	Melanoma	NA	BRAF	mutation	NA	NRAS	mutation	NA	"Regarding genetic events involved in melanoma pathogenesis at somatic level, mutually-exclusive mutations of NRAS and BRAF genes were observed at quite same rate (about two thirds) in cultured and in vivo melanomas (either primary or metastatic lesions)."	Text mining	19799798
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EGFR	mutation	NA	KRAS	mutation	NA	Epidermal growth factor receptor and K-RAS mutations were mutually exclusive (p=0.001). 	Text mining	19724844
Bowel	Tubular Adenoma of the Colon	NA	BRAF	mutation	NA	KRAS	mutation	NA	"BRAF and KRAS mutations were mutually exclusive in both HPs and SSAs.From our results, we can confirm that KRAS and BRAF mutations appear as an early genetic alteration of serrated polyps, are mutually exclusive, suggesting that the two pathways develop in parallel, but that KRAS mutation probably has a minor role in the progression of serrated polyps"	Text mining	19694828
Ovary/Fallopian Tube	Ovarian Cancer	NA	BRAF	mutation	NA	PIK3CA	mutation	NA	The presence of KRAS and BRAF mutations was mutually exclusive. EOCs with PI3K mutation did not display BRAF or KRAS mutations. Thus PIK3CA mutations were also mutually exclusive with KRAS and BRAF mutation.	Text mining	19638206
Ovary/Fallopian Tube	Ovarian Cancer	NA	KRAS	mutation	NA	PIK3CA	mutation	NA	The presence of KRAS and BRAF mutations was mutually exclusive. EOCs with PI3K mutation did not display BRAF or KRAS mutations. Thus PIK3CA mutations were also mutually exclusive with KRAS and BRAF mutation.	Text mining	19638206
Ovary/Fallopian Tube	Ovarian Cancer	NA	BRAF	mutation	NA	KRAS	mutation	NA	"The mutual exclusivity of BRAF and KRAS mutations in our ovarian carcinoma is consistent with previous findings in ovarian carcinoma, melanoma, and colorectal carcinoma"	Text mining	19638206
Bladder/Urinary Tract	Bladder Adenocarcinoma	NA	5p	copy number gain	NA	FGFR3	mutation	NA	"Using FGFR3 mutations as markers of the opposing papillary phenotype, we found 5p gains and FGFR3 mutations mutually exclusive."	Text mining	19637316
CNS/Brain	Diffuse Glioma	NA	EGFR	copy number gain	10	IDH1	copy number loss	1p19q 	The IDH1 mutation was tightly associated with a 1p19q codeleted genotype (P < 10(-14)) and an MGMT methylated status (P < .001) but mutually exclusive with EGFR amplification (P < 10(-15)) and loss of chromosome 10 (P < 10(-15)). 	Text mining	19636000
Soft Tissue	Gastrointestinal Stromal Tumor	NA	BRAF	mutation	V600E	KIT	mutation	NA	"Mutations in KIT, PDGFRA and BRAF were mutually exclusive in this study"	Text mining	19561230
Soft Tissue	Gastrointestinal Stromal Tumor	NA	KIT	mutation	NA	PDGFRA	mutation	NA	"Mutations in KIT, PDGFRA and BRAF were mutually exclusive in this study"	Text mining	19561230
Soft Tissue	Gastrointestinal Stromal Tumor	NA	BRAF	mutation	NA	PDGFRA	mutation	NA	"Mutations in KIT, PDGFRA and BRAF were mutually exclusive in this study"	Text mining	19561230
Prostate	Prostate Adenocarcinoma	NA	PIK3CA	copy number gain	NA	PTEN	copy number loss	NA	"Supporting the view that PTEN and PIK3CA act in the same PI3K signaling pathway, genetic alterations in the PIK3CA and PTEN genes were mutually exclusive, except in one tumor."	Text mining	19443396
CNS/Brain	Diffuse Glioma	Glioblastoma	1p/19q	copy number loss	NA	TP53	mutation	NA	"While mutations in the tumor protein p53 gene (TP53) and total 1p/19q deletions were mutually exclusive, IDH1 mutations were strongly correlated with these genetic abnormalities"	Text mining	19435942
Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Ovarian Seromucinous Carcinoma	BRAF	mutation	NA	KRAS	mutation	NA	"KRAS and BRAF mutations were mutually exclusive, and both mutations were observed in 40% (8/20)."	Text mining	19430562
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EGFR	mutation	NA	KRAS	mutation	"codon 12,13"	"Mutations of KRAS were present in 9.6% (9 of 94) of the samples: eight in codon 12 and one in codon 13. EGFR mutations were never found in tumors with KRAS mutations, suggesting a mutually exclusive relationship."	Text mining	19270482
Lung	Non-Small Cell Lung Cancer	NA	EGFR	mutation	NA	KRAS	mutation	NA	"Mutations were mutually exclusive except for a single cell line that had both KRAS and PIK3CA mutations. We have previously reported that mutations of EGFR, KRAS, BRAF and HER2 were mutually exclusive in 691 resected NSCLC tumors indicating that a single activating mutation in the EGFR-RAS-RAF signaling pathway may be sufficient for the pathogenesis of many lung cancers .Table 1 shows that mutations of EGFR pathway genes are mutually exclusive in NSCLC (p<0.05). The only exception was a cell line which harbored mutations for both KRAS and PIK3CA mutations."	Text mining	19238210
Lung	Non-Small Cell Lung Cancer	NA	EGFR	mutation	NA	PIK3CA	mutation	NA	"Mutations were mutually exclusive except for a single cell line that had both KRAS and PIK3CA mutations. We have previously reported that mutations of EGFR, KRAS, BRAF and HER2 were mutually exclusive in 691 resected NSCLC tumors indicating that a single activating mutation in the EGFR-RAS-RAF signaling pathway may be sufficient for the pathogenesis of many lung cancers .Table 1 shows that mutations of EGFR pathway genes are mutually exclusive in NSCLC (p<0.05). The only exception was a cell line which harbored mutations for both KRAS and PIK3CA mutations."	Text mining	19238210
Lung	Non-Small Cell Lung Cancer	NA	BRAF	mutation	NA	EGFR	mutation	NA	"Mutations were mutually exclusive except for a single cell line that had both KRAS and PIK3CA mutations. We have previously reported that mutations of EGFR, KRAS, BRAF and HER2 were mutually exclusive in 691 resected NSCLC tumors indicating that a single activating mutation in the EGFR-RAS-RAF signaling pathway may be sufficient for the pathogenesis of many lung cancers .Table 1 shows that mutations of EGFR pathway genes are mutually exclusive in NSCLC (p<0.05). The only exception was a cell line which harbored mutations for both KRAS and PIK3CA mutations."	Text mining	19238210
Lung	Non-Small Cell Lung Cancer	NA	EGFR	mutation	NA	ERBB2	mutation	NA	"Mutations were mutually exclusive except for a single cell line that had both KRAS and PIK3CA mutations. We have previously reported that mutations of EGFR, KRAS, BRAF and HER2 were mutually exclusive in 691 resected NSCLC tumors indicating that a single activating mutation in the EGFR-RAS-RAF signaling pathway may be sufficient for the pathogenesis of many lung cancers .Table 1 shows that mutations of EGFR pathway genes are mutually exclusive in NSCLC (p<0.05). The only exception was a cell line which harbored mutations for both KRAS and PIK3CA mutations."	Text mining	19238210
Lung	Non-Small Cell Lung Cancer	NA	EGFR	mutation	NA	ERBB4	mutation	NA	"Mutations were mutually exclusive except for a single cell line that had both KRAS and PIK3CA mutations. We have previously reported that mutations of EGFR, KRAS, BRAF and HER2 were mutually exclusive in 691 resected NSCLC tumors indicating that a single activating mutation in the EGFR-RAS-RAF signaling pathway may be sufficient for the pathogenesis of many lung cancers .Table 1 shows that mutations of EGFR pathway genes are mutually exclusive in NSCLC (p<0.05). The only exception was a cell line which harbored mutations for both KRAS and PIK3CA mutations."	Text mining	19238210
Lung	Non-Small Cell Lung Cancer	NA	KRAS	mutation	NA	PIK3CA	mutation	NA	"Mutations were mutually exclusive except for a single cell line that had both KRAS and PIK3CA mutations. We have previously reported that mutations of EGFR, KRAS, BRAF and HER2 were mutually exclusive in 691 resected NSCLC tumors indicating that a single activating mutation in the EGFR-RAS-RAF signaling pathway may be sufficient for the pathogenesis of many lung cancers .Table 1 shows that mutations of EGFR pathway genes are mutually exclusive in NSCLC (p<0.05). The only exception was a cell line which harbored mutations for both KRAS and PIK3CA mutations."	Text mining	19238210
Lung	Non-Small Cell Lung Cancer	NA	BRAF	mutation	NA	KRAS	mutation	NA	"Mutations were mutually exclusive except for a single cell line that had both KRAS and PIK3CA mutations. We have previously reported that mutations of EGFR, KRAS, BRAF and HER2 were mutually exclusive in 691 resected NSCLC tumors indicating that a single activating mutation in the EGFR-RAS-RAF signaling pathway may be sufficient for the pathogenesis of many lung cancers .Table 1 shows that mutations of EGFR pathway genes are mutually exclusive in NSCLC (p<0.05). The only exception was a cell line which harbored mutations for both KRAS and PIK3CA mutations."	Text mining	19238210
Lung	Non-Small Cell Lung Cancer	NA	ERBB2	mutation	NA	KRAS	mutation	NA	"Mutations were mutually exclusive except for a single cell line that had both KRAS and PIK3CA mutations. We have previously reported that mutations of EGFR, KRAS, BRAF and HER2 were mutually exclusive in 691 resected NSCLC tumors indicating that a single activating mutation in the EGFR-RAS-RAF signaling pathway may be sufficient for the pathogenesis of many lung cancers .Table 1 shows that mutations of EGFR pathway genes are mutually exclusive in NSCLC (p<0.05). The only exception was a cell line which harbored mutations for both KRAS and PIK3CA mutations."	Text mining	19238210
Lung	Non-Small Cell Lung Cancer	NA	ERBB4	mutation	NA	KRAS	mutation	NA	"Mutations were mutually exclusive except for a single cell line that had both KRAS and PIK3CA mutations. We have previously reported that mutations of EGFR, KRAS, BRAF and HER2 were mutually exclusive in 691 resected NSCLC tumors indicating that a single activating mutation in the EGFR-RAS-RAF signaling pathway may be sufficient for the pathogenesis of many lung cancers .Table 1 shows that mutations of EGFR pathway genes are mutually exclusive in NSCLC (p<0.05). The only exception was a cell line which harbored mutations for both KRAS and PIK3CA mutations."	Text mining	19238210
Lung	Non-Small Cell Lung Cancer	NA	BRAF	mutation	NA	PIK3CA	mutation	NA	"Mutations were mutually exclusive except for a single cell line that had both KRAS and PIK3CA mutations. We have previously reported that mutations of EGFR, KRAS, BRAF and HER2 were mutually exclusive in 691 resected NSCLC tumors indicating that a single activating mutation in the EGFR-RAS-RAF signaling pathway may be sufficient for the pathogenesis of many lung cancers .Table 1 shows that mutations of EGFR pathway genes are mutually exclusive in NSCLC (p<0.05). The only exception was a cell line which harbored mutations for both KRAS and PIK3CA mutations."	Text mining	19238210
Lung	Non-Small Cell Lung Cancer	NA	ERBB2	mutation	NA	PIK3CA	mutation	NA	"Mutations were mutually exclusive except for a single cell line that had both KRAS and PIK3CA mutations. We have previously reported that mutations of EGFR, KRAS, BRAF and HER2 were mutually exclusive in 691 resected NSCLC tumors indicating that a single activating mutation in the EGFR-RAS-RAF signaling pathway may be sufficient for the pathogenesis of many lung cancers .Table 1 shows that mutations of EGFR pathway genes are mutually exclusive in NSCLC (p<0.05). The only exception was a cell line which harbored mutations for both KRAS and PIK3CA mutations."	Text mining	19238210
Lung	Non-Small Cell Lung Cancer	NA	ERBB4	mutation	NA	PIK3CA	mutation	NA	"Mutations were mutually exclusive except for a single cell line that had both KRAS and PIK3CA mutations. We have previously reported that mutations of EGFR, KRAS, BRAF and HER2 were mutually exclusive in 691 resected NSCLC tumors indicating that a single activating mutation in the EGFR-RAS-RAF signaling pathway may be sufficient for the pathogenesis of many lung cancers .Table 1 shows that mutations of EGFR pathway genes are mutually exclusive in NSCLC (p<0.05). The only exception was a cell line which harbored mutations for both KRAS and PIK3CA mutations."	Text mining	19238210
Lung	Non-Small Cell Lung Cancer	NA	BRAF	mutation	NA	ERBB2	mutation	NA	"Mutations were mutually exclusive except for a single cell line that had both KRAS and PIK3CA mutations. We have previously reported that mutations of EGFR, KRAS, BRAF and HER2 were mutually exclusive in 691 resected NSCLC tumors indicating that a single activating mutation in the EGFR-RAS-RAF signaling pathway may be sufficient for the pathogenesis of many lung cancers .Table 1 shows that mutations of EGFR pathway genes are mutually exclusive in NSCLC (p<0.05). The only exception was a cell line which harbored mutations for both KRAS and PIK3CA mutations."	Text mining	19238210
Lung	Non-Small Cell Lung Cancer	NA	BRAF	mutation	NA	ERBB4	mutation	NA	"Mutations were mutually exclusive except for a single cell line that had both KRAS and PIK3CA mutations. We have previously reported that mutations of EGFR, KRAS, BRAF and HER2 were mutually exclusive in 691 resected NSCLC tumors indicating that a single activating mutation in the EGFR-RAS-RAF signaling pathway may be sufficient for the pathogenesis of many lung cancers .Table 1 shows that mutations of EGFR pathway genes are mutually exclusive in NSCLC (p<0.05). The only exception was a cell line which harbored mutations for both KRAS and PIK3CA mutations."	Text mining	19238210
Lung	Non-Small Cell Lung Cancer	NA	ERBB2	mutation	NA	ERBB4	mutation	NA	"Mutations were mutually exclusive except for a single cell line that had both KRAS and PIK3CA mutations. We have previously reported that mutations of EGFR, KRAS, BRAF and HER2 were mutually exclusive in 691 resected NSCLC tumors indicating that a single activating mutation in the EGFR-RAS-RAF signaling pathway may be sufficient for the pathogenesis of many lung cancers .Table 1 shows that mutations of EGFR pathway genes are mutually exclusive in NSCLC (p<0.05). The only exception was a cell line which harbored mutations for both KRAS and PIK3CA mutations."	Text mining	19238210
Prostate	Prostate Adenocarcinoma	NA	BCR-ABL1	structural variation	NA	ETV6-RUNX1	structural variation	NA	Fusion of the hormone-regulated gene TMPRSS2 with ERG occurs in 50-70% of prostate cancers;fusions of ETV1 with one of several partners occur in approximately 10% of prostate cancers. These two translocations are mutually exclusive.	Text mining	19066166
Prostate	Prostate Adenocarcinoma	NA	ERG	structural variation	NA	ETV1	structural variation	NA	"All the cancer contained in the two sections has a rearrangement involving either ERG or ETV1. In individual nuclei, rearrangements involving ERG are mutually exclusive of rearrangements involving ETV1."	Text mining	19066166
CNS/Brain	Diffuse Glioma	Oligodendroglioma	17p13	copy number loss	NA	1p/19q	copy number loss	NA	Combined 1p/19q loss and losses at 17p13 were mutually exclusive (P < 0.001).	Text mining	18983467
CNS/Brain	Sellar Tumor	Pituitary Carcinoma	HRAS	mutation	NA	PIK3CA	copy number gain	NA	PIK3CA amplifications were mutually exclusive with PIK3CA or RAS mutations (P<0.001). 	Text mining	18852163
CNS/Brain	Sellar Tumor	Pituitary Carcinoma	KRAS	mutation	NA	PIK3CA	copy number gain	NA	PIK3CA amplifications were mutually exclusive with PIK3CA or RAS mutations (P<0.001). 	Text mining	18852163
CNS/Brain	Sellar Tumor	Pituitary Carcinoma	NRAS	mutation	NA	PIK3CA	copy number gain	NA	PIK3CA amplifications were mutually exclusive with PIK3CA or RAS mutations (P<0.001). 	Text mining	18852163
Bowel	Colorectal Adenocarcinoma	NA	BRAF	mutation	NA	KRAS	mutation	NA	"KRAS, PIK3CA or BRAF occur in 71% of polyps and were mutually exclusive"	Text mining	18782444
Bowel	Colorectal Adenocarcinoma	NA	KRAS	mutation	NA	PIK3CA	mutation	NA	"KRAS, PIK3CA or BRAF occur in 71% of polyps and were mutually exclusive"	Text mining	18782444
Bowel	Colorectal Adenocarcinoma	NA	PTEN	mutation	NA	TP53	mutation	NA	"Additionally, it seems that mutations in PTEN and TP53 are mutually exclusive for this cancer type."	Text mining	18781614
Lung	Non-Small Cell Lung Cancer	NA	BRAF	mutation	NA	ERBB2	mutation	NA	"whereas mutations in the other EGFR pathway genes (EGFR, KRAS, HER2, and BRAF) are mutually exclusive, mutations of PIK3CA are not mutually exclusive to these genes."	Text mining	18757405
Lung	Non-Small Cell Lung Cancer	NA	EGFR	mutation	NA	ERBB2	mutation	NA	"whereas mutations in the other EGFR pathway genes (EGFR, KRAS, HER2, and BRAF) are mutually exclusive, mutations of PIK3CA are not mutually exclusive to these genes."	Text mining	18757405
Lung	Non-Small Cell Lung Cancer	NA	ERBB2	mutation	NA	KRAS	mutation	NA	"whereas mutations in the other EGFR pathway genes (EGFR, KRAS, HER2, and BRAF) are mutually exclusive, mutations of PIK3CA are not mutually exclusive to these genes."	Text mining	18757405
Lung	Non-Small Cell Lung Cancer	NA	BRAF	mutation	NA	EGFR	mutation	NA	"whereas mutations in the other EGFR pathway genes (EGFR, KRAS, HER2, and BRAF) are mutually exclusive, mutations of PIK3CA are not mutually exclusive to these genes."	Text mining	18757405
Lung	Non-Small Cell Lung Cancer	NA	EGFR	mutation	NA	KRAS	mutation	NA	"whereas mutations in the other EGFR pathway genes (EGFR, KRAS, HER2, and BRAF) are mutually exclusive, mutations of PIK3CA are not mutually exclusive to these genes."	Text mining	18757405
Lung	Non-Small Cell Lung Cancer	NA	BRAF	mutation	NA	KRAS	mutation	NA	"whereas mutations in the other EGFR pathway genes (EGFR, KRAS, HER2, and BRAF) are mutually exclusive, mutations of PIK3CA are not mutually exclusive to these genes."	Text mining	18757405
Uterus	Endometrial carcinoma	NA	FGFR2	mutation	NA	KRAS	mutation	NA	"Analysis of 116 primary endometrioid endometrial cancers revealed that FGFR2 and KRAS mutations were mutually exclusive, whereas FGFR2 mutations were seen concomitantly with PTEN mutations."	Text mining	18757403
Bowel	Colorectal Adenocarcinoma	NA	BRAF	mutation	NA	KRAS	mutation	NA	"Mutations in KRAS and BRAF were mutually exclusive and were present at 40% and 22%, respectively."	Text mining	18592002
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	RUNX1	alteration	NA	TLE1	alteration	NA	We also observed a mutual exclusivity of the epigenetic alteration of TLE1 and the cytogenetic alteration of AML1.	Text mining	18519670
