Tissue.origin	Cancer.type	Subtype	Gene.name1	Aberrance.type1	Aberrance.site1	Gene.name2	Aberrance.type2	Aberrance.site2	Description	Source	PMID
Breast	Invasive Breast Carcinoma	NA	CTNNB1	mutation	NA	SYNJ1	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	CTNNB1	mutation	NA	SDK1	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	GIGYF2	mutation	NA	TP53	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	SPTA1	mutation	NA	TP53	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	DYNC1H1	mutation	NA	TP53	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	CTNNB1	mutation	NA	FGFR2	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	CTNNB1	mutation	NA	RPL22	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	BIRC6	mutation	NA	CTNNB1	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	CSMD2	mutation	NA	CTNNB1	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	CTNNB1	mutation	NA	DYNC1H1	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	CTNNB1	mutation	NA	FLNC	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	CTNNB1	mutation	NA	RNF213	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	ARID1A	mutation	NA	PIK3R1	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	FAT1	mutation	NA	PIK3CA	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	CTNNB1	mutation	NA	MUC4	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	CTNNB1	mutation	NA	LRP1	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	FBXW7	mutation	NA	PIK3R1	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	PIK3R1	mutation	NA	PPP2R1A	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	GPR112	mutation	NA	PIK3R1	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	PIK3R1	mutation	NA	SZT2	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	PIK3CA	mutation	NA	STAB2	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	MTUS2	mutation	NA	PIK3CA	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	PIK3CA	mutation	NA	RPL22	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	CTNNB1	mutation	NA	NFASC	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	MUC5B	mutation	NA	PIK3R1	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	MYO18B	mutation	NA	PIK3CA	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	FLT3	mutation	NA	IDH2	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	FLT3	mutation	NA	NRAS	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	FLT3	mutation	NA	TP53	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	FLT3	mutation	NA	KRAS	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	FLT3	mutation	NA	RUNX1	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	DNMT3A	mutation	NA	TP53	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	DNMT3A	mutation	NA	RUNX1	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	NPM1	mutation	NA	TP53	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	NPM1	mutation	NA	RUNX1	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	NPM1	mutation	NA	TET2	mutation	NA	"WeSME,uncovering mutual exclusivity of cancer drivers and beyond."	Algorithm	27153670
Breast	Invasive Breast Carcinoma	NA	BRCA1	alteration	NA	BRCA2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA1	alteration	NA	PALB2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BARD1	alteration	NA	BRCA1	alteration	NA	"Sixteen HR-related genes harbored 2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity (COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA1	alteration	NA	BRIP1	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA1	alteration	NA	RAD51B	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA1	alteration	NA	RAD51C	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity (COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA1	alteration	NA	RAD51D	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	ATM	alteration	NA	BRCA1	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA1	alteration	NA	FAAP20	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA1	alteration	NA	CHEK2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA1	alteration	NA	FAN1	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA1	alteration	NA	FANCE	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA1	alteration	NA	FANCM	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA1	alteration	NA	POLQ	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA1	alteration	NA	CDK12	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA2	alteration	NA	PALB2	alteration	NA	"Sixteen HR-related genes harbored 2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BARD1	alteration	NA	BRCA2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity (COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA2	alteration	NA	BRIP1	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity (COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA2	alteration	NA	RAD51B	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA2	alteration	NA	RAD51C	alteration	NA	"Sixteen HR-related genes harbored 2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA2	alteration	NA	RAD51D	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	ATM	alteration	NA	BRCA2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA2	alteration	NA	FAAP20	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA2	alteration	NA	CHEK2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA2	alteration	NA	FAN1	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA2	alteration	NA	FANCE	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA2	alteration	NA	FANCM	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA2	alteration	NA	POLQ	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRCA2	alteration	NA	CDK12	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity (COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BARD1	alteration	NA	PALB2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRIP1	alteration	NA	PALB2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	PALB2	alteration	NA	RAD51B	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	PALB2	alteration	NA	RAD51C	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity (COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	PALB2	alteration	NA	RAD51D	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	ATM	alteration	NA	PALB2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	FAAP20	alteration	NA	PALB2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	CHEK2	alteration	NA	PALB2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	FAN1	alteration	NA	PALB2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	FANCE	alteration	NA	PALB2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	FANCM	alteration	NA	PALB2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	PALB2	alteration	NA	POLQ	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity (COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	CDK12	alteration	NA	PALB2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity (COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BARD1	alteration	NA	BRIP1	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BARD1	alteration	NA	RAD51B	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BARD1	alteration	NA	RAD51C	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BARD1	alteration	NA	RAD51D	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	ATM	alteration	NA	BARD1	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BARD1	alteration	NA	FAAP20	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BARD1	alteration	NA	CHEK2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BARD1	alteration	NA	FAN1	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BARD1	alteration	NA	FANCE	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BARD1	alteration	NA	FANCM	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BARD1	alteration	NA	POLQ	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BARD1	alteration	NA	CDK12	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity (COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRIP1	alteration	NA	RAD51B	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRIP1	alteration	NA	RAD51C	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRIP1	alteration	NA	RAD51D	alteration	NA	"Sixteen HR-related genes harbored 2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity (COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	ATM	alteration	NA	BRIP1	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity (COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRIP1	alteration	NA	FAAP20	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRIP1	alteration	NA	CHEK2	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRIP1	alteration	NA	FAN1	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity (COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRIP1	alteration	NA	FANCE	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRIP1	alteration	NA	FANCM	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity (COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRIP1	alteration	NA	POLQ	alteration	NA	"Sixteen HR-related genes harbored 2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	BRIP1	alteration	NA	CDK12	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	RAD51B	alteration	NA	RAD51C	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	RAD51B	alteration	NA	RAD51D	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity (COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	ATM	alteration	NA	RAD51B	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	FAAP20	alteration	NA	RAD51B	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	CHEK2	alteration	NA	RAD51B	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	FAN1	alteration	NA	RAD51B	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	FANCE	alteration	NA	RAD51B	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity (COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	FANCM	alteration	NA	RAD51B	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
Breast	Invasive Breast Carcinoma	NA	POLQ	alteration	NA	RAD51B	alteration	NA	"Sixteen HR-related genes harbored  2 bi-allelic pathogenic events, and demonstrated statistically significant evidence of mutual exclusivity ( COMET test), consistent with the hypothesis that these genes may be in an epistatic interaction."	Algorithm	29021619
